bus_id,route,passengers,speed_kmph,traffic,weather,time_period,day_type,congestion_score,delay_minutes
B029,R04,21,36,Medium,Cloudy,Night,Weekday,56.8,5.42
B045,R02,6,23,High,Clear,Evening,Weekend,58.34,12.79
B034,R08,12,34,Low,Cloudy,Evening,Weekday,25.21,5.46
B023,R01,40,19,Medium,Clear,Morning,Weekday,62.1,11.82
B037,R03,14,28,Medium,Cloudy,Evening,Weekend,47.34,5.31
B011,R07,11,30,High,Clear,Evening,Weekday,60.87,10.09
B006,R08,40,14,High,Clear,Night,Weekday,75.17,9.1
B018,R08,20,27,Medium,Cloudy,Evening,Weekday,43.84,12.36
B021,R06,18,49,Low,Clear,Night,Weekday,34.12,2.56
B042,R06,20,33,Medium,Cloudy,Afternoon,Weekend,53.32,4.23
B036,R05,29,49,Low,Clear,Evening,Weekday,42.84,6.74
B041,R05,45,20,High,Rain,Afternoon,Weekend,77.46,11.73
B038,R01,8,22,Medium,Rain,Night,Weekday,45.5,12.88
B034,R08,33,27,High,Clear,Evening,Weekday,77.18,12.02
B017,R04,60,15,Medium,Cloudy,Morning,Weekend,71.86,10.4
B037,R03,10,29,Medium,Clear,Morning,Weekend,48.05,8.26
B025,R01,5,39,Low,Clear,Evening,Weekend,38.49,4.55
B038,R04,43,27,Low,Cloudy,Night,Weekday,57.29,6.72
B012,R07,5,34,Low,Cloudy,Morning,Weekday,24.3,4.52
B023,R05,55,24,Medium,Clear,Afternoon,Weekday,75.57,7.95
B042,R06,44,23,Low,Clear,Night,Weekday,37.69,5.35
B022,R02,7,33,Medium,Rain,Night,Weekday,43.0,9.33
B021,R08,5,25,Medium,Clear,Evening,Weekday,38.51,7.8
B027,R07,5,19,Medium,Rain,Afternoon,Weekend,43.76,9.95
B031,R06,43,34,Low,Cloudy,Night,Weekday,44.13,4.5
B006,R03,25,43,Low,Clear,Evening,Weekday,44.0,4.91
B027,R03,49,42,Low,Clear,Afternoon,Weekend,39.84,4.76
B040,R06,34,16,Medium,Clear,Night,Weekday,63.63,8.89
B034,R07,36,36,Low,Rain,Morning,Weekday,35.93,10.65
B012,R06,37,11,High,Rain,Afternoon,Weekday,75.71,11.73
B045,R04,52,21,High,Cloudy,Night,Weekday,84.82,8.49
B007,R01,26,22,Low,Clear,Afternoon,Weekday,42.9,7.9
B010,R05,34,31,Medium,Cloudy,Morning,Weekday,47.19,6.95
B045,R04,58,21,Medium,Clear,Night,Weekday,71.26,10.48
B017,R02,50,16,Medium,Cloudy,Morning,Weekday,70.63,7.29
B026,R06,8,24,Low,Clear,Evening,Weekday,19.16,8.05
B021,R02,27,27,Low,Rain,Evening,Weekday,36.17,10.2
B028,R02,59,20,Low,Cloudy,Night,Weekend,45.88,7.17
B046,R04,48,12,Medium,Clear,Night,Weekday,73.81,10.71
B002,R05,29,12,High,Rain,Afternoon,Weekday,68.06,14.52
B043,R07,16,39,Medium,Clear,Night,Weekend,50.9,5.82
B001,R03,21,30,High,Clear,Evening,Weekday,68.34,12.09
B036,R01,57,36,Low,Clear,Night,Weekday,47.8,7.88
B026,R08,19,33,Low,Cloudy,Afternoon,Weekend,28.06,5.83
B029,R03,14,19,Medium,Rain,Evening,Weekday,52.55,12.92
B021,R05,39,26,Low,Rain,Night,Weekend,40.47,6.36
B011,R08,59,40,Low,Cloudy,Morning,Weekend,42.47,6.08
B040,R03,56,42,Medium,Clear,Morning,Weekday,69.91,8.83
B011,R06,56,21,Low,Clear,Morning,Weekday,49.41,7.84
B036,R06,33,14,Medium,Clear,Morning,Weekday,61.76,8.58
B049,R04,16,36,Low,Rain,Afternoon,Weekday,29.74,8.45
B039,R02,5,16,Medium,Rain,Morning,Weekend,34.96,10.97
B040,R08,5,29,High,Clear,Morning,Weekday,68.44,8.78
B035,R05,14,43,Low,Cloudy,Night,Weekday,32.77,3.98
B034,R05,22,31,High,Cloudy,Morning,Weekday,73.68,10.75
B047,R03,51,37,Medium,Clear,Morning,Weekday,67.02,7.45
B024,R04,6,34,High,Clear,Night,Weekday,64.94,6.72
B022,R03,53,14,Low,Rain,Evening,Weekday,52.34,11.83
B005,R03,12,19,Medium,Clear,Afternoon,Weekend,52.88,6.33
B033,R05,26,31,Medium,Rain,Afternoon,Weekday,55.74,7.27
B036,R03,26,15,High,Clear,Evening,Weekday,76.25,13.36
B047,R02,30,20,Medium,Clear,Night,Weekday,56.07,8.25
B020,R03,30,37,Medium,Clear,Evening,Weekday,67.1,8.47
B019,R08,13,10,High,Rain,Afternoon,Weekday,56.37,11.55
B035,R02,25,37,Medium,Clear,Afternoon,Weekday,49.27,5.12
B043,R05,35,25,Low,Cloudy,Evening,Weekday,33.59,8.22
B017,R04,56,28,Medium,Clear,Morning,Weekday,78.59,10.34
B045,R06,47,22,Medium,Clear,Afternoon,Weekday,62.49,11.67
B043,R08,10,31,Medium,Rain,Evening,Weekend,35.08,13.11
B034,R02,60,30,Medium,Clear,Morning,Weekday,66.03,9.3
B009,R04,18,17,High,Rain,Morning,Weekday,71.87,12.32
B026,R04,37,24,Medium,Clear,Night,Weekday,58.75,6.26
B002,R02,11,22,Low,Cloudy,Evening,Weekend,25.08,6.61
B009,R05,28,22,Low,Cloudy,Afternoon,Weekday,35.12,4.29
B009,R01,13,21,High,Rain,Night,Weekday,72.31,9.67
B040,R04,15,32,Medium,Clear,Afternoon,Weekend,52.21,4.54
B017,R04,60,17,High,Cloudy,Morning,Weekend,86.02,11.03
B001,R05,27,50,Low,Clear,Evening,Weekend,35.08,3.77
B025,R05,52,19,Medium,Clear,Morning,Weekday,73.85,8.23
B043,R03,55,18,Medium,Clear,Morning,Weekday,68.68,10.72
B040,R05,6,23,Low,Clear,Morning,Weekday,20.14,6.54
B042,R04,19,8,Medium,Rain,Evening,Weekday,43.87,15.23
B025,R02,39,30,Medium,Cloudy,Night,Weekend,60.77,4.9
B039,R01,40,38,Medium,Clear,Afternoon,Weekday,59.02,7.95
B035,R07,56,8,High,Rain,Morning,Weekday,86.94,18.68
B003,R03,58,8,High,Clear,Afternoon,Weekday,90.15,9.9
B050,R07,32,15,High,Cloudy,Afternoon,Weekday,72.63,8.84
B037,R02,43,8,High,Rain,Night,Weekday,87.96,12.09
B044,R01,48,22,Medium,Rain,Evening,Weekday,63.65,13.93
B044,R01,8,26,Medium,Clear,Afternoon,Weekday,53.93,7.45
B030,R01,14,19,High,Cloudy,Night,Weekday,72.17,10.87
B038,R06,10,23,Medium,Clear,Afternoon,Weekday,44.62,7.28
B034,R02,34,24,Low,Rain,Morning,Weekday,30.61,12.94
B012,R08,58,39,Medium,Clear,Night,Weekend,72.31,7.61
B019,R03,50,23,Low,Cloudy,Evening,Weekday,47.36,10.85
B037,R03,39,33,Medium,Clear,Evening,Weekday,56.0,9.75
B044,R01,53,47,Low,Cloudy,Morning,Weekday,40.77,6.08
B049,R02,47,41,Low,Cloudy,Morning,Weekend,43.43,5.63
B017,R06,14,11,High,Cloudy,Afternoon,Weekday,68.17,12.14
B010,R01,57,14,High,Cloudy,Night,Weekend,89.3,11.75
B049,R05,36,18,High,Rain,Night,Weekday,78.02,14.0
B047,R08,46,33,Medium,Cloudy,Night,Weekday,68.98,9.29
B012,R07,46,8,High,Clear,Night,Weekday,79.82,12.0
B016,R03,7,8,High,Rain,Afternoon,Weekday,72.98,16.76
B024,R07,60,32,Medium,Clear,Night,Weekday,61.67,8.1
B019,R04,30,30,High,Cloudy,Night,Weekday,71.36,9.36
B008,R01,19,35,Low,Rain,Evening,Weekday,23.53,8.59
B031,R05,21,13,High,Clear,Evening,Weekday,71.6,12.95
B021,R03,31,31,Medium,Rain,Afternoon,Weekday,57.49,7.22
B017,R07,22,20,Medium,Cloudy,Morning,Weekend,59.77,3.94
B023,R08,55,35,Low,Clear,Evening,Weekday,48.57,7.23
B037,R06,23,15,Medium,Clear,Morning,Weekday,55.73,10.7
B016,R02,16,37,Medium,Clear,Afternoon,Weekday,42.56,7.82
B006,R03,28,13,High,Rain,Evening,Weekday,67.09,13.09
B008,R08,9,25,High,Clear,Evening,Weekday,71.04,8.26
B025,R07,28,21,High,Cloudy,Afternoon,Weekday,78.71,8.76
B018,R02,31,46,Low,Clear,Night,Weekday,36.7,3.25
B025,R07,52,10,High,Clear,Afternoon,Weekday,81.62,12.01
B012,R02,34,33,Medium,Cloudy,Morning,Weekday,69.15,9.01
B015,R06,19,12,High,Clear,Morning,Weekend,73.64,12.9
B026,R06,51,18,Low,Rain,Night,Weekday,42.04,9.28
B041,R01,42,41,Medium,Clear,Afternoon,Weekend,61.26,4.01
B045,R01,48,25,High,Clear,Afternoon,Weekend,76.71,9.78
B026,R03,38,23,High,Clear,Night,Weekend,79.61,7.63
B047,R06,31,32,Medium,Rain,Afternoon,Weekday,53.18,8.35
B032,R05,24,28,High,Clear,Evening,Weekday,83.94,13.67
B010,R07,45,22,Low,Clear,Afternoon,Weekday,46.31,8.24
B016,R07,36,26,Medium,Clear,Evening,Weekend,45.36,8.32
B007,R07,8,12,Medium,Clear,Afternoon,Weekday,53.2,10.69
B017,R03,9,46,Low,Cloudy,Evening,Weekday,26.52,6.72
B023,R07,57,45,Low,Cloudy,Morning,Weekend,56.2,6.56
B026,R04,12,43,Low,Clear,Night,Weekend,27.39,1.82
B021,R02,26,35,Medium,Clear,Morning,Weekday,53.76,5.25
B022,R07,46,50,Low,Cloudy,Evening,Weekday,38.83,5.36
B007,R08,11,38,Medium,Clear,Night,Weekday,48.77,5.26
B014,R02,26,28,Medium,Clear,Morning,Weekday,58.45,7.1
B015,R01,50,20,Medium,Clear,Morning,Weekend,56.23,9.69
B007,R07,34,13,Medium,Clear,Evening,Weekend,52.9,6.86
B009,R08,41,17,Medium,Clear,Afternoon,Weekday,54.34,10.88
B048,R05,20,42,Medium,Clear,Afternoon,Weekday,58.92,5.35
B008,R08,19,36,Medium,Clear,Evening,Weekday,55.1,9.59
B050,R06,9,27,Medium,Clear,Morning,Weekday,42.7,9.39
B023,R06,7,16,High,Cloudy,Afternoon,Weekday,68.88,7.55
B029,R01,27,18,Low,Rain,Afternoon,Weekday,26.66,6.33
B018,R04,14,35,Low,Rain,Morning,Weekend,28.52,6.6
B031,R03,9,19,Medium,Rain,Evening,Weekend,49.17,11.5
B030,R03,27,36,Medium,Clear,Evening,Weekday,50.8,9.0
B039,R05,19,8,High,Clear,Afternoon,Weekday,69.46,12.27
B035,R01,22,29,Low,Rain,Evening,Weekday,33.52,10.45
B018,R01,29,20,Medium,Clear,Morning,Weekday,60.27,10.36
B042,R04,12,45,Low,Clear,Evening,Weekday,18.37,4.47
B039,R07,35,41,Medium,Clear,Night,Weekday,56.65,6.34
B017,R03,25,32,Low,Clear,Evening,Weekday,27.9,6.9
B014,R07,6,8,High,Rain,Evening,Weekday,65.74,15.43
B031,R01,26,19,High,Cloudy,Evening,Weekend,71.46,12.05
B024,R07,12,19,Medium,Cloudy,Night,Weekend,50.07,6.21
B035,R06,27,14,High,Rain,Morning,Weekday,66.78,14.06
B044,R05,36,16,Medium,Clear,Evening,Weekday,55.63,11.29
B045,R03,12,16,High,Cloudy,Afternoon,Weekday,76.02,12.5
B034,R04,8,27,High,Clear,Evening,Weekday,62.98,7.95
B003,R05,34,42,Low,Cloudy,Night,Weekday,42.41,3.41
B037,R02,23,18,Medium,Clear,Night,Weekday,46.21,6.76
B043,R06,27,31,Medium,Cloudy,Afternoon,Weekday,46.06,5.23
B040,R04,22,25,Low,Rain,Night,Weekday,38.03,6.99
B026,R08,57,21,Low,Clear,Night,Weekday,52.53,7.97
B023,R05,33,29,High,Clear,Night,Weekday,74.41,10.82
B044,R01,27,22,High,Clear,Morning,Weekday,81.67,11.57
B039,R02,37,17,High,Clear,Night,Weekday,75.39,10.84
B015,R04,56,33,High,Clear,Evening,Weekday,83.72,10.62
B049,R01,51,10,High,Rain,Afternoon,Weekday,85.58,10.15
B004,R06,22,28,Low,Clear,Evening,Weekday,29.65,8.0
B029,R08,58,23,Low,Clear,Evening,Weekend,43.2,10.28
B022,R02,48,36,Low,Cloudy,Afternoon,Weekend,43.41,6.28
B025,R03,37,45,Low,Clear,Morning,Weekday,39.76,6.04
B013,R08,11,39,Low,Clear,Morning,Weekday,29.65,5.74
B018,R01,55,40,Medium,Cloudy,Night,Weekday,80.79,9.71
B033,R05,32,19,High,Cloudy,Morning,Weekend,82.12,9.62
B016,R07,5,34,High,Clear,Morning,Weekend,57.2,7.7
B045,R04,60,35,Medium,Clear,Night,Weekday,83.61,5.5
B042,R02,43,33,High,Clear,Morning,Weekday,81.75,11.68
B044,R01,38,19,Medium,Clear,Morning,Weekend,60.66,8.35
B002,R03,43,29,High,Clear,Night,Weekday,78.1,9.35
B035,R07,23,26,Medium,Cloudy,Evening,Weekday,51.46,10.46
B042,R04,35,38,Low,Rain,Evening,Weekday,37.38,8.53
B034,R04,17,21,High,Clear,Afternoon,Weekday,71.9,10.15
B030,R01,28,21,Medium,Cloudy,Morning,Weekday,58.54,10.36
B013,R03,9,15,Medium,Clear,Night,Weekday,42.6,7.22
B013,R06,27,26,Low,Clear,Night,Weekday,39.46,7.06
B018,R07,23,35,Medium,Cloudy,Morning,Weekday,48.77,8.07
B032,R06,5,13,High,Rain,Morning,Weekday,68.08,14.63
B032,R02,37,27,Low,Clear,Night,Weekend,35.21,4.2
B035,R01,54,8,High,Clear,Night,Weekend,81.33,11.8
B039,R07,60,41,Low,Cloudy,Night,Weekday,48.51,5.39
B046,R02,37,32,Medium,Clear,Afternoon,Weekend,57.27,7.02
B029,R08,36,29,Low,Clear,Evening,Weekend,33.08,7.45
B049,R06,32,18,High,Clear,Night,Weekend,74.1,8.64
B029,R08,41,42,Low,Cloudy,Evening,Weekend,37.79,5.44
B044,R08,45,17,Medium,Clear,Morning,Weekend,62.51,9.22
B016,R07,16,22,Low,Rain,Evening,Weekday,30.74,10.29
B044,R04,13,49,Low,Clear,Evening,Weekday,26.09,6.26
B047,R02,54,8,High,Clear,Evening,Weekday,82.33,14.28
B010,R08,59,50,Low,Cloudy,Morning,Weekday,47.68,2.16
B030,R03,15,25,Low,Clear,Evening,Weekend,32.46,7.68
B025,R05,37,32,Low,Clear,Evening,Weekday,35.19,8.32
B039,R06,23,41,Medium,Clear,Afternoon,Weekend,46.69,7.01
B020,R06,58,14,Medium,Clear,Morning,Weekend,61.31,11.57
B005,R03,46,31,Low,Cloudy,Evening,Weekday,39.58,7.53
B001,R07,38,34,Low,Clear,Morning,Weekday,43.13,5.35
B030,R07,11,35,Medium,Rain,Night,Weekday,41.85,11.45
B049,R07,35,41,Low,Cloudy,Evening,Weekday,37.32,8.84
B003,R02,56,10,High,Clear,Morning,Weekend,85.55,13.46
B045,R01,6,9,High,Clear,Evening,Weekend,60.25,9.73
B014,R08,23,20,Medium,Clear,Evening,Weekday,58.07,7.97
B030,R04,42,35,Low,Clear,Night,Weekday,40.25,5.03
B050,R05,36,23,Medium,Cloudy,Afternoon,Weekday,51.73,9.49
B004,R01,14,12,High,Clear,Morning,Weekday,59.36,7.89
B018,R01,45,12,Medium,Rain,Evening,Weekend,57.21,11.85
B037,R03,12,8,High,Clear,Night,Weekday,60.14,14.26
B025,R02,30,37,Medium,Clear,Night,Weekday,59.31,6.31
B048,R06,34,14,Medium,Clear,Afternoon,Weekday,55.96,8.9
B001,R06,15,23,Low,Clear,Afternoon,Weekday,27.83,5.52
B046,R03,45,15,Medium,Rain,Night,Weekday,61.25,14.29
B015,R02,24,29,Low,Cloudy,Night,Weekday,30.99,4.96
B009,R03,24,11,High,Clear,Morning,Weekday,76.71,9.29
B015,R06,13,8,High,Rain,Morning,Weekday,71.58,15.83
B049,R01,12,9,High,Rain,Night,Weekday,74.94,11.06
B024,R04,19,35,Medium,Cloudy,Night,Weekday,45.11,4.32
B004,R08,38,38,Low,Rain,Afternoon,Weekend,37.05,9.07
B012,R07,28,38,Low,Cloudy,Morning,Weekday,34.97,7.49
B037,R02,37,34,Medium,Clear,Night,Weekday,66.37,6.81
B037,R08,45,14,High,Clear,Morning,Weekday,79.03,14.31
B043,R05,45,35,Medium,Clear,Morning,Weekend,67.23,9.56
B006,R05,49,22,Low,Cloudy,Night,Weekday,41.45,5.98
B039,R01,44,8,High,Rain,Night,Weekday,86.87,14.31
B046,R03,31,26,High,Cloudy,Evening,Weekday,75.97,11.4
B024,R03,25,18,Medium,Rain,Morning,Weekend,47.29,10.16
B011,R06,9,30,Medium,Clear,Morning,Weekday,43.91,8.13
B013,R01,39,8,High,Cloudy,Afternoon,Weekend,82.57,11.47
B034,R06,25,34,Medium,Cloudy,Afternoon,Weekday,38.1,5.48
B025,R06,8,30,High,Cloudy,Afternoon,Weekday,68.55,9.55
B007,R05,53,31,Low,Cloudy,Morning,Weekday,39.17,5.15
B004,R06,52,25,Medium,Clear,Night,Weekday,64.91,9.01
B008,R08,20,26,Medium,Clear,Night,Weekday,49.45,6.22
B020,R07,35,8,High,Rain,Night,Weekday,63.86,16.03
B029,R06,30,8,High,Clear,Morning,Weekday,71.93,10.04
B045,R05,56,17,High,Clear,Night,Weekday,90.09,10.92
B046,R07,39,29,Medium,Clear,Afternoon,Weekday,68.81,6.59
B010,R03,10,19,High,Clear,Night,Weekday,69.11,8.43
B043,R02,37,37,Medium,Cloudy,Night,Weekday,63.03,5.41
B034,R04,25,25,Medium,Cloudy,Afternoon,Weekday,41.71,7.86
B026,R06,20,33,Low,Rain,Evening,Weekday,28.49,9.8
B041,R08,51,14,High,Clear,Evening,Weekday,94.6,10.73
B049,R07,43,30,High,Cloudy,Evening,Weekday,86.49,12.65
B003,R02,38,37,Low,Rain,Morning,Weekday,36.44,6.98
B006,R05,46,18,Low,Rain,Morning,Weekday,43.57,11.24
B005,R02,19,11,High,Rain,Afternoon,Weekday,74.4,15.42
B005,R04,10,21,Medium,Cloudy,Evening,Weekday,49.77,8.03
B047,R08,6,33,High,Clear,Morning,Weekday,62.37,9.05
B023,R02,28,31,Low,Clear,Night,Weekday,32.78,4.26
B049,R08,60,21,Low,Rain,Evening,Weekend,52.21,10.01
B009,R07,53,32,Medium,Rain,Evening,Weekend,71.37,12.13
B035,R02,32,36,Low,Cloudy,Morning,Weekend,34.04,8.12
B020,R08,5,37,Low,Clear,Evening,Weekday,13.25,5.99
B049,R02,5,30,Low,Cloudy,Afternoon,Weekday,22.1,6.39
B042,R02,32,25,Low,Clear,Afternoon,Weekend,29.68,3.99
B035,R01,40,38,Low,Clear,Morning,Weekday,49.67,8.52
B050,R06,24,8,High,Clear,Evening,Weekday,67.23,15.21
B018,R05,52,34,Low,Rain,Afternoon,Weekday,45.41,10.49
B017,R04,12,34,Medium,Clear,Evening,Weekday,42.45,9.45
B024,R05,5,23,High,Cloudy,Afternoon,Weekday,59.91,9.71
B003,R01,30,24,Medium,Clear,Afternoon,Weekend,59.17,5.74
B032,R01,55,40,Medium,Cloudy,Evening,Weekend,72.76,6.39
B035,R07,47,37,Medium,Cloudy,Morning,Weekday,66.78,10.02
B038,R01,53,27,High,Rain,Morning,Weekend,91.34,12.18
B013,R06,29,12,High,Clear,Morning,Weekday,71.87,11.04
B047,R01,14,38,Medium,Clear,Evening,Weekday,41.52,5.89
B025,R02,16,15,High,Cloudy,Evening,Weekday,64.25,10.98
B009,R05,45,27,Medium,Clear,Evening,Weekday,64.66,11.87
B004,R03,11,48,Low,Clear,Morning,Weekday,31.58,6.33
B014,R04,16,22,High,Clear,Evening,Weekday,61.83,9.3
B037,R01,51,13,Medium,Cloudy,Morning,Weekday,63.72,9.65
B034,R05,44,19,High,Clear,Afternoon,Weekday,80.63,7.94
B011,R07,21,46,Low,Clear,Morning,Weekend,26.63,5.01
B041,R01,9,34,Medium,Rain,Morning,Weekday,47.48,10.52
B003,R06,18,8,High,Clear,Night,Weekday,73.99,10.89
B028,R01,38,50,Low,Clear,Night,Weekday,51.26,3.65
B029,R01,52,31,High,Clear,Morning,Weekend,95.87,11.49
B009,R08,21,28,High,Cloudy,Night,Weekday,74.45,8.56
B003,R08,39,20,High,Clear,Evening,Weekday,77.2,13.8
B025,R01,59,10,Medium,Rain,Night,Weekday,73.03,11.02
B034,R07,5,35,Medium,Cloudy,Night,Weekday,32.73,7.3
B012,R08,54,10,High,Clear,Night,Weekday,90.31,12.41
B042,R01,54,8,High,Rain,Morning,Weekend,88.83,15.91
B009,R04,40,14,Medium,Clear,Afternoon,Weekday,60.38,8.59
B015,R05,19,28,High,Clear,Afternoon,Weekend,65.59,10.55
B040,R08,23,32,Medium,Cloudy,Afternoon,Weekday,55.47,5.89
B025,R08,55,18,High,Cloudy,Afternoon,Weekday,82.55,14.58
B005,R06,46,47,Low,Clear,Afternoon,Weekday,48.28,5.55
B011,R01,9,35,Low,Clear,Afternoon,Weekday,27.5,6.08
B034,R01,23,28,Medium,Clear,Morning,Weekday,53.65,10.96
B024,R01,47,20,Medium,Clear,Evening,Weekday,58.58,12.05
B015,R01,43,29,High,Cloudy,Evening,Weekend,78.24,13.61
B038,R08,9,28,Low,Cloudy,Afternoon,Weekday,17.06,6.34
B008,R02,56,20,High,Clear,Night,Weekday,92.2,12.14
B005,R02,16,48,Low,Clear,Night,Weekday,28.18,4.31
B048,R03,23,18,Medium,Clear,Morning,Weekday,48.81,10.16
B026,R01,51,44,Low,Clear,Afternoon,Weekday,44.82,7.0
B018,R03,16,13,Medium,Clear,Afternoon,Weekday,53.25,6.95
B006,R04,40,45,Low,Clear,Night,Weekday,34.3,4.57
B037,R03,16,25,Low,Clear,Afternoon,Weekend,25.81,5.2
B048,R05,22,21,Medium,Clear,Afternoon,Weekday,43.1,6.71
B013,R02,53,36,Low,Cloudy,Night,Weekday,41.24,7.49
B028,R02,55,33,Low,Clear,Evening,Weekday,46.25,8.04
B005,R01,52,8,High,Rain,Evening,Weekday,91.42,14.42
B013,R08,47,39,Low,Rain,Morning,Weekday,46.71,8.65
B017,R01,38,20,Medium,Rain,Night,Weekday,63.95,12.46
B050,R04,52,28,Low,Rain,Morning,Weekday,49.32,9.08
B040,R06,37,24,Low,Cloudy,Afternoon,Weekday,33.7,4.92
B045,R04,53,27,Medium,Cloudy,Night,Weekend,74.97,8.34
B032,R05,22,42,Low,Clear,Evening,Weekday,34.71,4.34
B029,R01,33,30,High,Cloudy,Afternoon,Weekday,85.48,10.17
B003,R01,49,8,High,Cloudy,Evening,Weekday,92.87,10.63
B040,R04,9,43,Low,Clear,Evening,Weekday,24.04,6.43
B034,R04,29,8,High,Cloudy,Morning,Weekday,72.05,12.28
B040,R04,28,25,Low,Clear,Night,Weekday,22.83,8.37
B027,R02,33,37,Low,Clear,Night,Weekend,37.33,1.24
B013,R03,42,31,Low,Clear,Night,Weekday,40.8,5.03
B045,R03,37,32,Medium,Cloudy,Morning,Weekday,55.3,9.8
B033,R01,14,11,Medium,Rain,Evening,Weekday,44.51,12.71
B006,R02,41,29,Low,Rain,Morning,Weekday,43.1,9.37
B024,R04,37,13,High,Cloudy,Night,Weekday,69.08,8.19
B019,R01,27,20,Medium,Clear,Afternoon,Weekend,59.9,7.71
B016,R02,15,13,Medium,Rain,Night,Weekday,51.87,14.06
B040,R05,28,35,Medium,Clear,Night,Weekend,52.22,4.81
B028,R06,28,8,High,Rain,Evening,Weekday,73.62,15.49
B033,R02,11,44,Low,Clear,Night,Weekday,27.09,4.25
B048,R07,54,33,Low,Clear,Night,Weekday,51.07,5.72
B041,R01,25,16,Medium,Cloudy,Evening,Weekday,62.64,10.26
B013,R08,24,18,Medium,Cloudy,Night,Weekday,49.37,6.57
B043,R03,57,28,Medium,Clear,Night,Weekend,75.32,5.56
B045,R07,14,42,Low,Cloudy,Evening,Weekend,25.89,7.25
B025,R04,29,20,Medium,Clear,Afternoon,Weekday,52.51,7.98
B042,R06,51,30,Medium,Clear,Evening,Weekday,64.21,11.06
B036,R08,40,36,Medium,Cloudy,Night,Weekday,65.41,7.98
B027,R05,52,40,Low,Clear,Morning,Weekend,43.14,4.75
B038,R08,51,24,Medium,Cloudy,Afternoon,Weekday,66.03,6.76
B007,R06,19,20,Medium,Clear,Evening,Weekday,46.93,8.83
B005,R08,48,24,Medium,Clear,Afternoon,Weekday,61.86,8.93
B043,R06,44,17,High,Clear,Afternoon,Weekday,88.75,9.56
B045,R02,44,19,Medium,Clear,Morning,Weekday,61.95,9.64
B031,R01,54,33,Low,Clear,Morning,Weekday,43.67,4.81
B023,R08,10,24,Medium,Cloudy,Morning,Weekday,42.83,8.52
B042,R08,41,23,High,Rain,Night,Weekday,81.9,12.81
B010,R01,6,19,High,Rain,Evening,Weekday,62.74,13.61
B032,R06,16,21,Medium,Cloudy,Night,Weekday,48.01,6.05
B043,R04,8,41,Low,Clear,Evening,Weekday,22.51,4.36
B030,R01,27,13,Medium,Clear,Night,Weekday,58.72,7.0
B039,R06,17,23,Medium,Clear,Night,Weekday,51.38,6.8
B031,R01,21,19,High,Clear,Morning,Weekday,69.38,10.15
B018,R04,35,11,Medium,Rain,Night,Weekday,58.15,13.74
B036,R05,20,13,Medium,Clear,Morning,Weekday,45.93,12.57
B002,R07,45,27,Medium,Clear,Evening,Weekday,62.13,11.6
B014,R06,30,33,Medium,Clear,Morning,Weekend,51.55,7.81
B013,R03,32,9,High,Clear,Afternoon,Weekday,76.98,10.48
B029,R03,5,27,Medium,Clear,Afternoon,Weekday,41.98,5.38
B012,R06,51,28,High,Cloudy,Night,Weekend,84.3,9.3
B039,R02,16,24,Medium,Clear,Afternoon,Weekday,48.71,7.08
B002,R05,41,29,Low,Cloudy,Evening,Weekday,41.99,6.57
B032,R02,59,38,Medium,Clear,Night,Weekday,74.95,6.73
B013,R07,60,39,Low,Cloudy,Morning,Weekend,53.89,3.66
B046,R03,54,28,Low,Cloudy,Night,Weekday,51.76,5.2
B027,R04,24,13,Medium,Cloudy,Night,Weekday,50.24,9.12
B049,R06,6,32,Medium,Clear,Afternoon,Weekday,44.44,7.83
B041,R07,40,27,Medium,Clear,Night,Weekday,68.67,8.83
B017,R08,19,15,Low,Rain,Evening,Weekday,29.02,10.11
B040,R08,42,33,Medium,Clear,Night,Weekday,61.65,5.14
B031,R01,26,13,Medium,Clear,Morning,Weekday,53.71,8.31
B034,R03,48,32,High,Clear,Morning,Weekday,83.48,11.92
B024,R05,54,21,Medium,Cloudy,Afternoon,Weekday,73.44,9.69
B045,R03,36,36,Medium,Clear,Night,Weekday,55.79,6.18
B035,R05,24,39,Low,Cloudy,Morning,Weekday,37.4,5.53
B048,R05,40,26,High,Cloudy,Night,Weekday,83.85,12.81
B006,R06,37,16,Medium,Clear,Night,Weekday,58.2,6.16
B019,R05,19,11,High,Clear,Morning,Weekday,67.44,11.8
B030,R02,54,31,Low,Clear,Night,Weekday,46.84,4.66
B007,R08,50,15,Medium,Clear,Afternoon,Weekday,70.8,7.67
B010,R07,7,25,Medium,Clear,Afternoon,Weekday,48.88,7.51
B041,R04,33,42,Low,Clear,Morning,Weekday,40.5,8.81
B032,R03,51,38,Medium,Cloudy,Evening,Weekday,65.07,10.53
B034,R04,31,18,High,Cloudy,Evening,Weekend,75.72,13.54
B028,R07,9,32,Medium,Clear,Night,Weekday,47.63,3.5
B015,R01,60,8,High,Cloudy,Afternoon,Weekend,88.82,11.9
B030,R07,35,43,Low,Cloudy,Morning,Weekday,41.69,7.62
B037,R03,26,33,Medium,Clear,Afternoon,Weekday,53.76,6.63
B029,R08,39,26,Medium,Clear,Evening,Weekend,64.57,10.33
B022,R04,58,8,Medium,Rain,Evening,Weekday,61.93,18.65
B004,R04,11,18,High,Cloudy,Night,Weekend,62.46,8.63
B020,R06,10,44,Low,Cloudy,Morning,Weekday,23.34,4.59
B032,R06,30,12,High,Clear,Night,Weekday,77.06,12.34
B036,R07,58,29,Medium,Cloudy,Afternoon,Weekday,67.12,10.26
